#PATH-POINTS-START RedNegative1
-61, 47.5, 44.755
-59.001, 47.454, 44.095
-57.007, 47.3, 42.673
-55.029, 47.011, 41.249
-53.081, 46.559, 40.071
-51.186, 45.921, 39.422
-49.369, 45.088, 39.516
-47.649, 44.07, 40.39
-46.037, 42.888, 42.031
-44.528, 41.576, 41.035
-43.097, 40.179, 40.039
-41.716, 38.732, 39.042
-40.358, 37.264, 38.046
-38.996, 35.8, 34.029
-37.611, 34.357, 30.012
-36.189, 32.95, 25.995
-34.723, 31.59, 21.977
-33.206, 30.288, 17.96
-31.636, 29.048, 13.943
-30.021, 27.87, 13.943
-28.619, 26.926, 0
-28.619, 26.926, 0
-12.028, 15.758, 0
endData
#PATH-POINTS-START RedNegative2Backup
-28.45, 26.757, 55.872
-29.586, 28.402, 55.444
-30.668, 30.084, 54.392
-31.67, 31.815, 53.743
-32.584, 33.593, 52.121
-33.385, 35.425, 49.481
-34.037, 37.315, 44.052
-34.49, 39.262, 37.854
-34.644, 41.253, 30.423
-34.381, 43.23, 20.468
-33.529, 45.028, 14.539
-32.088, 46.396, 21.184
-30.268, 47.206, 31.497
-28.301, 47.54, 40.345
-26.303, 47.529, 46.463
-24.32, 47.277, 49.289
-22.358, 46.891, 54.078
-20.386, 46.556, 49.157
-18.414, 46.221, 43.685
-16.443, 45.886, 37.422
-14.471, 45.551, 29.873
-12.499, 45.216, 19.606
-11.007, 44.963, 0
-11.007, 44.963, 0
8.71, 41.614, 0
endData
#PATH-POINTS-START RedNegative2
-28.77, 26.906, 74.816
-27.155, 28.084, 71.34
-25.605, 29.348, 67.687
-24.15, 30.719, 63.826
-22.832, 32.221, 59.717
-21.705, 33.871, 55.305
-20.862, 35.681, 50.512
-20.385, 37.619, 48.653
-20.324, 39.614, 47.146
-20.647, 41.584, 42.539
-21.265, 43.485, 37.932
-22.085, 45.308, 33.325
-23.031, 47.069, 33.186
-24.05, 48.791, 33.047
-25.099, 50.493, 32.908
-26.144, 52.198, 32.769
-26.794, 54.065, 32.63
-27.127, 56.037, 32.491
-27.317, 58.027, 32.352
-27.301, 60.026, 32.212
-27.03, 62.005, 31.781
-26.377, 63.89, 22.438
-25.171, 65.463, 0
-23.339, 66.157, 0
-21.429, 65.654, 26.804
-19.836, 64.459, 31.378
-18.541, 62.938, 31.239
-17.466, 61.254, 31.1
-16.565, 59.469, 30.961
-15.801, 57.622, 30.822
